time,exit
1503816240,333.429199
1503817140,333.526398
1503818040,333.619598
1503818940,333.673157
1503819840,333.754395
1503820740,333.825073
1503821640,333.875458
1503822540,333.930328
1503823440,333.945862
1503824340,333.984009
1503825240,334.010651
1503826140,334.025269
1503827040,334.027496
1503827940,334.076385
1503828840,334.084808
1503829740,334.062378
1503830640,334.056061
1503831540,334.103607
1503832440,334.200775
1503833340,334.249786
1503834240,334.245453
1503835140,334.238037
1503836040,334.246063
1503836940,334.244934
1503837840,334.223602
1503838740,334.218292
1503839640,334.221710
1503840540,334.266174
1503841440,334.322174
1503842340,334.363037
1503843240,334.365662
1503844140,334.370056
1503845040,334.312378
1503845940,334.229340
1503846840,334.229858
1503847740,334.225067
1503848640,334.232239
1503849540,334.232697
1503850440,334.237122
1503851340,334.211456
1503852240,334.212311
1503853140,334.228210
1503854040,334.313477
1503854940,334.369537
1503855840,334.483215
1503856740,334.589752
1503857640,334.750977
1503858540,334.867554
1503859440,334.995209
1503860340,335.173889
1503861240,335.365784
1503862140,335.480591
1503863040,335.597565
1503863940,335.738159
1503864840,335.898895
1503865740,335.988434
1503866640,336.037964
1503867540,336.106842
1503868440,336.209473
1503869340,336.312958
1503870240,336.440399
1503871140,336.592163
1503872040,336.749084
1503872940,336.915924
1503873840,337.045868
1503874740,337.165863
1503875640,337.261261
1503876540,337.396637
1503877440,337.603027
1503878340,337.859467
1503879240,338.218109
1503880140,338.590668
1503881040,338.993042
1503881940,339.344269
1503882840,339.652832
1503883740,339.930267
1503884640,340.210541
1503885540,340.535126
1503886440,340.863739
1503887340,341.182892
1503888240,341.489746
1503889140,341.843231
1503890040,342.120270
1503890940,342.377289
1503891840,342.566437
1503892740,342.744415
1503893640,342.836395
1503894540,342.789734
1503895440,342.691254
1503896340,342.670654
1503897240,342.644745
1503898140,342.558960
1503899040,342.434479
1503899940,342.351990
1503900840,342.314484
1503901740,342.322296
1503902640,342.318024
1503903540,342.330658
1503904440,342.316650
1503905340,342.302765
1503906240,342.293488
1503907140,342.249664
1503908040,342.251526
1503908940,342.272888
1503909840,342.308411
1503910740,342.285583
1503911640,342.179810
1503912540,341.990662
1503913440,341.749023
1503914340,341.521912
1503915240,341.261047
1503916140,341.012573
1503917040,340.819550
1503917940,340.674072
1503918840,340.536774
1503919740,340.368042
1503920640,340.195740
1503921540,340.014404
1503922440,339.812683
1503923340,339.603210
1503924240,339.422119
1503925140,339.291260
1503926040,339.246918
1503926940,339.226654
1503927840,339.261963
1503928740,339.418152
1503929640,339.601318
1503930540,339.745056
1503931440,339.857300
1503932340,340.031982
1503933240,340.253815
1503934140,340.461639
1503935040,340.644867
1503935940,340.746918
1503936840,340.831512
1503937740,340.920471
1503938640,341.014008
1503939540,341.122498
1503940440,341.221436
1503941340,341.304138
1503942240,341.390381
1503943140,341.438934
1503944040,341.472565
1503944940,341.553955
1503945840,341.695007
1503946740,341.857422
1503947640,342.013092
1503948540,342.165649
1503949440,342.311646
1503950340,342.472229
1503951240,342.616913
1503952140,342.718628
1503953040,342.828491
1503953940,342.935059
1503954840,342.998962
1503955740,343.062317
1503956640,343.134399
1503957540,343.255859
1503958440,343.399597
1503959340,343.514465
1503960240,343.586914
1503961140,343.706116
1503962040,343.835327
1503962940,343.956909
1503963840,344.075592
1503964740,344.168030
1503965640,344.294220
1503966540,344.439026
1503967440,344.572235
1503968340,344.699341
1503969240,344.837708
1503970140,345.019135
