time,entry level 1,entry level 2,entry level 3
1505170740,260.275299,255.627533,250.979767
1505174340,260.090576,255.446106,250.801636
1505177940,260.199951,255.553528,250.907104
1505181540,260.196808,255.550430,250.904053
1505185140,260.252960,255.605576,250.958191
1505188740,260.763367,256.106873,251.450378
1505192340,261.457275,256.788422,252.119522
1505195940,262.603058,257.913727,253.224365
1505199540,264.362762,259.641998,254.921249
1505203140,266.186920,261.433563,256.680237
1505206740,267.411652,262.636444,257.861237
1505210340,268.240967,263.450958,258.660950
1505213940,269.057892,264.253265,259.448669
1505217540,270.077972,265.255157,260.432343
1505221140,270.653290,265.820221,260.987122
1505224740,270.765839,265.930725,261.095642
1505228340,270.448883,265.619446,260.790009
1505231940,269.649231,264.834076,260.018921
1505235540,268.546265,263.750793,258.955322
1505239140,267.728119,262.947266,258.166412
1505242740,266.201477,261.447906,256.694305
1505246340,264.567657,259.843262,255.118820
1505249940,262.904694,258.209961,253.515228
1505253540,261.568848,256.897980,252.227097
1505257140,260.691895,256.036682,251.381485
1505260740,259.847046,255.206909,250.566788
1505264340,258.653381,254.034592,249.415771
1505267940,257.515167,252.916687,248.318192
1505271540,255.973221,251.402267,246.831329
1505275140,254.637146,250.090057,245.542969
1505278740,252.865997,248.350540,243.835083
1505282340,251.193298,246.707703,242.222107
1505285940,249.505524,245.050064,240.594604
1505289540,247.935867,243.508438,239.081009
1505293140,246.278961,241.881119,237.483276
1505296740,244.863647,240.491074,236.118515
1505300340,243.005722,238.666336,234.326950
1505303940,241.128601,236.822739,232.516876
1505307540,239.865448,235.582138,231.298828
1505311140,239.514725,235.237671,230.960617
1505314740,238.479538,234.220978,229.962418
1505318340,237.318954,233.081116,228.843277
1505321940,236.378571,232.157532,227.936478
1505325540,236.166382,231.949127,227.731873
1505329140,235.715271,231.506073,227.296875
1505332740,235.359924,231.157074,226.954208
1505336340,235.676147,231.467636,227.259140
1505339940,236.287430,232.068008,227.848587
1505343540,236.966522,232.734970,228.503433
1505347140,238.139511,233.887009,229.634521
1505350740,239.322693,235.049088,230.775467
1505354340,240.291031,236.000122,231.709213
1505357940,240.546967,236.251495,231.956009
1505361540,240.538956,236.243607,231.948273
1505365140,240.915207,236.613144,232.311096
1505368740,241.273956,236.965500,232.657028
1505372340,241.026535,236.722488,232.418442
1505375940,240.283264,235.992493,231.701721
1505379540,239.497955,235.221207,230.944458
1505383140,238.503860,234.244858,229.985855
1505386740,236.696732,232.470001,228.243286
1505390340,233.891388,229.714752,225.538116
1505393940,230.842255,226.720078,222.597885
1505397540,227.681808,223.616058,219.550308
1505401140,225.069687,221.050583,217.031479
1505404740,222.673157,218.696854,214.720551
1505408340,219.728546,215.804810,211.881088
1505411940,215.954376,212.098038,208.241714
1505415540,212.464584,208.670578,204.876556
1505419140,209.984924,206.235199,202.485474
1505422740,208.774277,205.046158,201.318054
1505426340,208.042191,204.327148,200.612106
1505429940,207.159164,203.459900,199.760620
1505433540,204.983337,201.322922,197.662506
1505437140,202.684998,199.065628,195.446259
1505440740,201.874664,198.269760,194.664856
1505444340,202.350555,198.737152,195.123749
1505447940,202.609894,198.991867,195.373825
1505451540,202.216629,198.605621,194.994614
1505455140,201.500839,197.902603,194.304382
1505458740,200.637985,197.055161,193.472351
1505462340,199.328644,195.769211,192.209763
1505465940,198.885559,195.334030,191.782501
1505469540,198.058685,194.521927,190.985153
1505473140,195.253571,191.766907,188.280243
1505476740,191.626938,188.205032,184.783127
1505480340,189.663300,186.276459,182.889618
1505483940,189.060516,185.684448,182.308365
1505487540,191.025391,187.614212,184.203049
1505491140,194.631119,191.155563,187.680008
1505494740,197.899002,194.365082,190.831177
1505498340,200.151871,196.577728,193.003601
1505501940,203.337601,199.706573,196.075546
1505505540,208.138443,204.421677,200.704926
1505509140,213.867508,210.048431,206.229370
1505512740,218.237396,214.340302,210.443207
1505516340,221.587433,217.630524,213.673599
1505519940,222.195068,218.227310,214.259537
1505523540,221.772888,217.812653,213.852432
