time,sma(1),entry level 1,entry level 2,entry level 3,entry level 4,sma(1)
1629543600,49052.1,45618.5,44146.9,41694.3,39241.7,49052.1
1629547200,48856,45436.1,43970.4,41527.6,39084.8,48856
1629550800,48862.5,45442.1,43976.3,41533.1,39090,48862.5
1629554400,49185.7,45742.7,44267.2,41807.9,39348.6,49185.7
1629558000,49045.7,45612.5,44141.1,41688.8,39236.5,49045.7
1629561600,49094.6,45658,44185.2,41730.4,39275.7,49094.6
1629565200,49346.8,45892.5,44412.1,41944.8,39477.4,49346.8
1629568800,49565.2,46095.6,44608.7,42130.4,39652.2,49565.2
1629572400,49509.8,46044.1,44558.8,42083.3,39607.8,49509.8
1629576000,49169.5,45727.6,44252.5,41794.1,39335.6,49169.5
1629579600,48991,45561.6,44091.9,41642.3,39192.8,48991
1629583200,49074.3,45639.1,44166.8,41713.1,39259.4,49074.3
1629586800,49245.4,45798.2,44320.8,41858.6,39396.3,49245.4
1629590400,49088.7,45652.5,44179.8,41725.4,39271,49088.7
1629594000,48874.3,45453.1,43986.9,41543.1,39099.4,48874.3
1629597600,49001.6,45571.5,44101.4,41651.4,39201.3,49001.6
1629601200,48909.5,45485.8,44018.5,41573,39127.6,48909.5
1629604800,48784.2,45369.3,43905.8,41466.6,39027.4,48784.2
1629608400,48952.9,45526.2,44057.6,41609.9,39162.3,48952.9
1629612000,49111.5,45673.7,44200.3,41744.8,39289.2,49111.5
1629615600,49154.8,45714,44239.4,41781.6,39323.9,49154.8
1629619200,49176.6,45734.2,44258.9,41800.1,39341.3,49176.6
1629622800,49093.2,45656.6,44183.9,41729.2,39274.5,49093.2
1629626400,49123.9,45685.2,44211.5,41755.3,39299.1,49123.9
1629630000,49230.6,45784.5,44307.5,41846,39384.5,49230.6
1629633600,49119.6,45681.2,44207.6,41751.6,39295.7,49119.6
1629637200,49012.4,45581.6,44111.2,41660.6,39209.9,49012.4
1629640800,48856.5,45436.5,43970.8,41528,39085.2,48856.5
1629644400,48562.3,45163,43706.1,41278,38849.9,48562.3
1629648000,48338.6,44954.9,43504.7,41087.8,38670.9,48338.6
1629651600,48585.9,45184.9,43727.3,41298,38868.7,48585.9
1629655200,48636.4,45231.8,43772.7,41340.9,38909.1,48636.4
1629658800,48474,45080.8,43626.6,41202.9,38779.2,48474
1629662400,48515.1,45119.1,43663.6,41237.8,38812.1,48515.1
1629666000,48479.5,45086,43631.6,41207.6,38783.6,48479.5
1629669600,48512,45116.2,43660.8,41235.2,38809.6,48512
1629673200,48950.9,45524.3,44055.8,41608.2,39160.7,48950.9
1629676800,49285,45835.1,44356.5,41892.3,39428,49285
1629680400,49291.5,45841.1,44362.4,41897.8,39433.2,49291.5
1629684000,49625.5,46151.8,44663,42181.7,39700.4,49625.5
1629687600,49941.5,46445.6,44947.3,42450.3,39953.2,49941.5
1629691200,50111.6,46603.8,45100.5,42594.9,40089.3,50111.6
1629694800,50260.7,46742.4,45234.6,42721.6,40208.5,50260.7
1629698400,50273.3,46754.2,45246,42732.3,40218.7,50273.3
1629702000,50170.1,46658.2,45153.1,42644.6,40136.1,50170.1
1629705600,50110.7,46602.9,45099.6,42594.1,40088.5,50110.7
1629709200,50188.4,46675.2,45169.6,42660.1,40150.7,50188.4
1629712800,50269.9,46751,45242.9,42729.4,40215.9,50269.9
1629716400,50252.8,46735.1,45227.5,42714.9,40202.2,50252.8
1629720000,50307.4,46785.9,45276.6,42761.3,40245.9,50307.4
1629723600,50335.2,46811.7,45301.7,42784.9,40268.1,50335.2
1629727200,50204.1,46689.8,45183.7,42673.5,40163.3,50204.1
1629730800,49967.9,46470.1,44971.1,42472.7,39974.3,49967.9
1629734400,49616.9,46143.7,44655.2,42174.4,39693.5,49616.9
1629738000,49574,46103.8,44616.6,42137.9,39659.2,49574
1629741600,49577.8,46107.4,44620,42141.1,39662.3,49577.8
1629745200,49467.3,46004.6,44520.6,42047.2,39573.9,49467.3
1629748800,49308.7,45857.1,44377.9,41912.4,39447,49308.7
1629752400,49324.2,45871.5,44391.8,41925.6,39459.4,49324.2
1629756000,49502.9,46037.7,44552.6,42077.5,39602.3,49502.9
1629759600,49566.7,46097,44610,42131.7,39653.3,49566.7
1629763200,49577.1,46106.7,44619.4,42140.6,39661.7,49577.1
1629766800,49350.2,45895.7,44415.2,41947.7,39480.2,49350.2
1629770400,49052.8,45619.1,44147.5,41694.9,39242.2,49052.8
1629774000,49076.3,45641,44168.7,41714.9,39261,49076.3
1629777600,49273,45823.9,44345.7,41882.1,39418.4,49273
1629781200,49387.3,45930.2,44448.6,41979.2,39509.9,49387.3
1629784800,49526,46059.2,44573.4,42097.1,39620.8,49526
1629788400,49658.4,46182.3,44692.6,42209.6,39726.7,49658.4
1629792000,49766.9,46283.2,44790.2,42301.8,39813.5,49766.9
1629795600,49706.1,46226.7,44735.5,42250.2,39764.9,49706.1
1629799200,49621.7,46148.2,44659.6,42178.5,39697.4,49621.7
1629802800,49492.1,46027.7,44542.9,42068.3,39593.7,49492.1
1629806400,49307.8,45856.2,44377,41911.6,39446.2,49307.8
1629810000,49311.9,45860.1,44380.8,41915.2,39449.6,49311.9
1629813600,48929.4,45504.4,44036.5,41590,39143.6,48929.4
1629817200,48536.5,45138.9,43682.8,41256,38829.2,48536.5
1629820800,48415,45026,43573.5,41152.8,38732,48415
1629824400,48104.1,44736.8,43293.7,40888.5,38483.3,48104.1
1629828000,48044.2,44681.1,43239.8,40837.6,38435.4,48044.2
1629831600,48045.2,44682.1,43240.7,40838.5,38436.2,48045.2
1629835200,48188,44814.8,43369.2,40959.8,38550.4,48188
1629838800,48252.1,44874.5,43426.9,41014.3,38601.7,48252.1
1629842400,48221.9,44846.3,43399.7,40988.6,38577.5,48221.9
1629846000,48248.7,44871.3,43423.9,41011.4,38599,48248.7
1629849600,48001.3,44641.2,43201.2,40801.1,38401,48001.3
1629853200,47864.5,44514,43078,40684.8,38291.6,47864.5
1629856800,48012.9,44652,43211.6,40811,38410.4,48012.9
1629860400,48170.2,44798.3,43353.2,40944.7,38536.2,48170.2
1629864000,48104.3,44737,43293.9,40888.6,38483.4,48104.3
1629867600,48027.6,44665.7,43224.9,40823.5,38422.1,48027.6
1629871200,48270.6,44891.7,43443.5,41030,38616.5,48270.6
1629874800,48433.5,45043.1,43590.1,41168.5,38746.8,48433.5
1629878400,48239.5,44862.7,43415.5,41003.5,38591.6,48239.5
1629882000,47712.7,44372.8,42941.5,40555.8,38170.2,47712.7
1629885600,47361.9,44046.5,42625.7,40257.6,37889.5,47361.9
1629889200,47367.1,44051.4,42630.4,40262.1,37893.7,47367.1
1629892800,47506.9,44181.4,42756.2,40380.9,38005.5,47506.9
1629896400,47651,44315.4,42885.9,40503.4,38120.8,47651
1629900000,47738.5,44396.8,42964.6,40577.7,38190.8,47738.5
1629903600,47981.8,44623.1,43183.6,40784.5,38385.4,47981.8
1629907200,48612.9,45210,43751.6,41321,38890.3,48612.9
1629910800,48747.6,45335.3,43872.9,41435.5,38998.1,48747.6
1629914400,48779.7,45365.1,43901.7,41462.7,39023.7,48779.7
1629918000,48879.4,45457.9,43991.5,41547.5,39103.5,48879.4
1629921600,48821.6,45404.1,43939.4,41498.3,39057.3,48821.6
1629925200,48742.7,45330.7,43868.5,41431.3,38994.2,48742.7
1629928800,48880.4,45458.7,43992.3,41548.3,39104.3,48880.4
1629932400,49018.1,45586.9,44116.3,41665.4,39214.5,49018.1
1629936000,48949.1,45522.7,44054.2,41606.7,39159.3,48949.1
1629939600,49107.5,45669.9,44196.7,41741.4,39286,49107.5
1629943200,49020.9,45589.5,44118.8,41667.8,39216.7,49020.9
1629946800,48719.6,45309.3,43847.7,41411.7,38975.7,48719.6
1629950400,48289.8,44909.6,43460.9,41046.4,38631.9,48289.8
1629954000,47849.1,44499.7,43064.2,40671.8,38279.3,47849.1
1629957600,47454.9,44133,42709.4,40336.6,37963.9,47454.9
1629961200,46936.9,43651.3,42243.2,39896.4,37549.5,46936.9
1629964800,46841.6,43562.7,42157.5,39815.4,37473.3,46841.6
1629968400,46900.1,43617.1,42210.1,39865.1,37520.1,46900.1
1629972000,46865.9,43585.3,42179.4,39836.1,37492.8,46865.9
1629975600,46883.4,43601.5,42195,39850.9,37506.7,46883.4
1629979200,46960.5,43673.2,42264.4,39916.4,37568.4,46960.5
1629982800,46865.2,43584.6,42178.7,39835.4,37492.2,46865.2
1629986400,47067.7,43772.9,42360.9,40007.5,37654.1,47067.7
1629990000,47070.8,43775.8,42363.7,40010.2,37656.6,47070.8
1629993600,46834.8,43556.3,42151.3,39809.5,37467.8,46834.8
1629997200,46809.9,43533.2,42128.9,39788.4,37447.9,46809.9
1630000800,46964.4,43676.9,42268,39919.7,37571.5,46964.4
1630004400,46943.8,43657.8,42249.5,39902.3,37555.1,46943.8
1630008000,46935.1,43649.6,42241.6,39894.8,37548.1,46935.1
1630011600,46963.8,43676.3,42267.4,39919.2,37571,46963.8
1630015200,47143.1,43843.1,42428.8,40071.6,37714.5,47143.1
1630018800,47244,43936.9,42519.6,40157.4,37795.2,47244
1630022400,47059.5,43765.3,42353.5,40000.6,37647.6,47059.5
1630026000,46932.8,43647.5,42239.5,39892.9,37546.2,46932.8
1630029600,47327.3,44014.4,42594.6,40228.2,37861.8,47327.3
1630033200,47276.3,43967,42548.7,40184.9,37821.1,47276.3
1630036800,46997.8,43707.9,42298,39948.1,37598.2,46997.8
1630040400,46826.9,43549,42144.2,39802.8,37461.5,46826.9
1630044000,47021.4,43729.9,42319.2,39968.2,37617.1,47021.4
1630047600,47142.1,43842.2,42427.9,40070.8,37713.7,47142.1
1630051200,47260.6,43952.4,42534.5,40171.5,37808.5,47260.6
1630054800,47340.3,44026.4,42606.2,40239.2,37872.2,47340.3
1630058400,47178.9,43876.4,42461,40102.1,37743.1,47178.9
1630062000,47358.9,44043.8,42623,40255,37887.1,47358.9
1630065600,47497.6,44172.8,42747.9,40373,37998.1,47497.6
1630069200,47392.1,44074.7,42652.9,40283.3,37913.7,47392.1
1630072800,47255.4,43947.5,42529.8,40167.1,37804.3,47255.4
1630076400,47706.1,44366.6,42935.4,40550.1,38164.8,47706.1
1630080000,48221.8,44846.3,43399.6,40988.6,38577.5,48221.8
1630083600,48154.7,44783.9,43339.2,40931.5,38523.7,48154.7
1630087200,48201.7,44827.6,43381.5,40971.4,38561.3,48201.7
1630090800,48247,44869.7,43422.3,41010,38597.6,48247
1630094400,48358.6,44973.5,43522.7,41104.8,38686.9,48358.6
1630098000,48623.5,45219.8,43761.1,41329.9,38898.8,48623.5
1630101600,48938.5,45512.9,44044.7,41597.8,39150.8,48938.5
1630105200,48914.7,45490.6,44023.2,41577.5,39131.7,48914.7
1630108800,49009.4,45578.7,44108.4,41658,39207.5,49009.4
1630112400,49112.2,45674.4,44201,41745.4,39289.8,49112.2
1630116000,49174.5,45732.3,44257.1,41798.3,39339.6,49174.5
1630119600,49018.5,45587.2,44116.7,41665.7,39214.8,49018.5
1630123200,48919.3,45495,44027.4,41581.4,39135.4,48919.3
1630126800,48932.6,45507.4,44039.4,41592.7,39146.1,48932.6
1630130400,48926.6,45501.8,44034,41587.6,39141.3,48926.6
1630134000,48893,45470.5,44003.7,41559,39114.4,48893
1630137600,48938.3,45512.6,44044.4,41597.5,39150.6,48938.3
1630141200,48961.6,45534.3,44065.5,41617.4,39169.3,48961.6
1630144800,48945.5,45519.3,44050.9,41603.6,39156.4,48945.5
1630148400,48885.9,45463.9,43997.3,41553,39108.7,48885.9
1630152000,48754.3,45341.5,43878.8,41441.1,39003.4,48754.3
1630155600,48813.1,45396.2,43931.8,41491.2,39050.5,48813.1
1630159200,48796.2,45380.5,43916.6,41476.8,39036.9,48796.2
1630162800,48615.9,45212.8,43754.3,41323.5,38892.7,48615.9
1630166400,48692.4,45284,43823.2,41388.6,38954,48692.4
1630170000,48912.5,45488.6,44021.2,41575.6,39130,48912.5
1630173600,48978.8,45550.3,44080.9,41632,39183,48978.8
1630177200,48911.1,45487.4,44020,41574.5,39128.9,48911.1
1630180800,48682.5,45274.7,43814.2,41380.1,38946,48682.5
1630184400,48670.2,45263.3,43803.2,41369.7,38936.2,48670.2
1630188000,48820.7,45403.3,43938.7,41497.6,39056.6,48820.7
1630191600,48813.9,45397,43932.6,41491.9,39051.2,48813.9
1630195200,48782.6,45367.8,43904.3,41465.2,39026.1,48782.6
1630198800,49196,45752.2,44276.4,41816.6,39356.8,49196
1630202400,49453.1,45991.3,44507.8,42035.1,39562.4,49453.1
1630206000,48929.2,45504.2,44036.3,41589.9,39143.4,48929.2
1630209600,48389.3,45002,43550.4,41130.9,38711.4,48389.3
1630213200,48106.2,44738.8,43295.6,40890.3,38485,48106.2
1630216800,48224.1,44848.4,43401.7,40990.5,38579.3,48224.1
1630220400,48389,45001.7,43550.1,41130.6,38711.2,48389
1630224000,48462.7,45070.3,43616.4,41193.3,38770.2,48462.7
1630227600,48470,45077.1,43623,41199.5,38776,48470
1630231200,48481.6,45087.9,43633.4,41209.3,38785.3,48481.6
1630234800,48535.5,45138,43682,41255.2,38828.4,48535.5
1630238400,48356.7,44971.7,43521,41103.2,38685.3,48356.7
1630242000,48265.7,44887.1,43439.2,41025.9,38612.6,48265.7
1630245600,48380.4,44993.8,43542.4,41123.4,38704.4,48380.4
1630249200,48310,44928.3,43479,41063.5,38648,48310
1630252800,48353.8,44969,43518.4,41100.7,38683,48353.8
1630256400,48565.8,45166.2,43709.2,41280.9,38852.6,48565.8
1630260000,48677.4,45269.9,43809.6,41375.8,38941.9,48677.4
1630263600,48753.6,45340.8,43878.2,41440.6,39002.9,48753.6
1630267200,48781.1,45366.4,43903,41463.9,39024.8,48781.1
1630270800,48857.8,45437.7,43972,41529.1,39086.2,48857.8
1630274400,48772.6,45358.5,43895.3,41456.7,39018,48772.6
1630278000,49071,45636,44163.9,41710.4,39256.8,49071
1630281600,48970.3,45542.4,44073.3,41624.8,39176.3,48970.3
1630285200,48597.4,45195.5,43737.6,41307.8,38877.9,48597.4
1630288800,48486.1,45092,43637.5,41213.2,38788.8,48486.1
1630292400,48474.3,45081.1,43626.9,41203.2,38779.4,48474.3
1630296000,48152.6,44781.9,43337.3,40929.7,38522.1,48152.6
1630299600,47926.7,44571.8,43134,40737.7,38341.3,47926.7
1630303200,47913.6,44559.6,43122.2,40726.5,38330.9,47913.6
1630306800,47907.6,44554.1,43116.8,40721.5,38326.1,47907.6
1630310400,47892,44539.6,43102.8,40708.2,38313.6,47892
1630314000,48012.6,44651.8,43211.4,40810.8,38410.1,48012.6
1630317600,47998,44638.1,43198.2,40798.3,38398.4,47998
1630321200,47949.2,44592.7,43154.2,40756.8,38359.3,47949.2
1630324800,47892.6,44540.1,43103.3,40708.7,38314,47892.6
1630328400,47726.1,44385.3,42953.5,40567.2,38180.9,47726.1
1630332000,47629.2,44295.2,42866.3,40484.9,38103.4,47629.2
1630335600,47760.1,44416.9,42984.1,40596.1,38208.1,47760.1
1630339200,47863.1,44512.6,43076.7,40683.6,38290.4,47863.1
1630342800,48077,44711.6,43269.3,40865.4,38461.6,48077
1630346400,48217,44841.8,43395.3,40984.5,38573.6,48217
1630350000,48367.6,44981.8,43530.8,41112.4,38694,48367.6
1630353600,48521.7,45125.2,43669.6,41243.5,38817.4,48521.7
1630357200,48616,45212.9,43754.4,41323.6,38892.8,48616
1630360800,48467.3,45074.6,43620.5,41197.2,38773.8,48467.3
1630364400,48003.6,44643.4,43203.2,40803.1,38402.9,48003.6
1630368000,47352.2,44037.6,42617,40249.4,37881.8,47352.2
1630371600,46917.3,43633.1,42225.6,39879.7,37533.8,46917.3
1630375200,46868.4,43587.6,42181.5,39838.1,37494.7,46868.4
1630378800,46925.2,43640.5,42232.7,39886.4,37540.2,46925.2
1630382400,47094.4,43797.8,42385,40030.3,37675.5,47094.4
1630386000,47129.7,43830.6,42416.8,40060.3,37703.8,47129.7
1630389600,47110.6,43812.8,42399.5,40044,37688.5,47110.6
1630393200,47086.3,43790.3,42377.7,40023.4,37669.1,47086.3
1630396800,47371.3,44055.3,42634.2,40265.6,37897,47371.3
1630400400,47776.4,44432.1,42998.8,40609.9,38221.1,47776.4
1630404000,47563.7,44234.3,42807.3,40429.2,38051,47563.7
1630407600,47414.7,44095.6,42673.2,40302.5,37931.7,47414.7
1630411200,47694.1,44355.5,42924.7,40540,38155.3,47694.1
1630414800,47913.7,44559.8,43122.4,40726.7,38331,47913.7
1630418400,47833.8,44485.4,43050.4,40658.7,38267,47833.8
1630422000,47641.3,44306.4,42877.2,40495.1,38113,47641.3
1630425600,47322.1,44009.5,42589.9,40223.8,37857.7,47322.1
1630429200,47401.5,44083.4,42661.3,40291.3,37921.2,47401.5
1630432800,47247.5,43940.2,42522.8,40160.4,37798,47247.5
1630436400,47207.8,43903.2,42487,40126.6,37766.2,47207.8
1630440000,47299,43988.1,42569.1,40204.2,37839.2,47299
1630443600,47132.4,43833.1,42419.2,40062.5,37705.9,47132.4
1630447200,46984.3,43695.4,42285.8,39936.6,37587.4,46984.3
1630450800,46962.5,43675.1,42266.2,39918.1,37570,46962.5
1630454400,47132.6,43833.3,42419.3,40062.7,37706,47132.6
1630458000,46969.3,43681.4,42272.3,39923.9,37575.4,46969.3
1630461600,46752.7,43480.1,42077.5,39739.8,37402.2,46752.7
1630465200,46890.1,43607.8,42201.1,39856.6,37512.1,46890.1
1630468800,46915.6,43631.5,42224.1,39878.3,37532.5,46915.6
1630472400,47104.2,43806.9,42393.7,40038.5,37683.3,47104.2
1630476000,47285,43975.1,42556.5,40192.3,37828,47285
1630479600,47345.4,44031.2,42610.8,40243.5,37876.3,47345.4
1630483200,47252.2,43944.5,42527,40164.4,37801.8,47252.2
1630486800,47260.8,43952.6,42534.7,40171.7,37808.7,47260.8
1630490400,47500.8,44175.8,42750.7,40375.7,38000.7,47500.8
1630494000,47604,44271.8,42843.6,40463.4,38083.2,47604
1630497600,47628.4,44294.4,42865.5,40484.1,38102.7,47628.4
1630501200,47705.4,44366,42934.8,40549.5,38164.3,47705.4
1630504800,47567.8,44238.1,42811,40432.6,38054.3,47567.8
1630508400,47414.8,44095.8,42673.3,40302.6,37931.9,47414.8
1630512000,47388,44070.9,42649.2,40279.8,37910.4,47388
1630515600,47986,44627,43187.4,40788.1,38388.8,47986
1630519200,48669.3,45262.4,43802.4,41368.9,38935.4,48669.3
1630522800,48731.9,45320.6,43858.7,41422.1,38985.5,48731.9
1630526400,48374.8,44988.5,43537.3,41118.5,38699.8,48374.8
1630530000,48208.1,44833.6,43387.3,40976.9,38566.5,48208.1
1630533600,48358.3,44973.2,43522.4,41104.5,38686.6,48358.3
1630537200,48464.5,45072,43618.1,41194.8,38771.6,48464.5
1630540800,48620.9,45217.5,43758.9,41327.8,38896.8,48620.9
1630544400,48789.4,45374.2,43910.5,41471,39031.5,48789.4
1630548000,49240.2,45793.4,44316.2,41854.2,39392.1,49240.2
1630551600,49678.6,46201.1,44710.7,42226.8,39742.9,49678.6
1630555200,49591.5,46120.1,44632.3,42152.7,39673.2,49591.5
1630558800,49466.5,46003.8,44519.8,42046.5,39573.2,49466.5
1630562400,49470.4,46007.5,44523.4,42049.8,39576.3,49470.4
1630566000,49704.4,46225.1,44734,42248.8,39763.6,49704.4
1630569600,49972.6,46474.5,44975.3,42476.7,39978.1,49972.6
1630573200,49967.9,46470.1,44971.1,42472.7,39974.3,49967.9
1630576800,49922.1,46427.6,44929.9,42433.8,39937.7,49922.1
1630580400,49910.1,46416.4,44919.1,42423.6,39928.1,49910.1
1630584000,50015,46513.9,45013.5,42512.7,40012,50015
1630587600,50033.2,46530.9,45029.9,42528.3,40026.6,50033.2
1630591200,50061,46556.7,45054.9,42551.9,40048.8,50061
1630594800,49872.1,46381.1,44884.9,42391.3,39897.7,49872.1
1630598400,49516.3,46050.1,44564.6,42088.8,39613,49516.3
1630602000,49570.8,46100.8,44613.7,42135.2,39656.6,49570.8
1630605600,49498.5,46033.6,44548.7,42073.7,39598.8,49498.5
1630609200,49414.4,45955.4,44473,42002.2,39531.5,49414.4
1630612800,49348.1,45893.7,44413.3,41945.9,39478.5,49348.1
1630616400,49451.8,45990.1,44506.6,42034,39561.4,49451.8
1630620000,49675.5,46198.2,44708,42224.2,39740.4,49675.5
1630623600,49729.3,46248.3,44756.4,42269.9,39783.5,49729.3
1630627200,49462.1,45999.8,44515.9,42042.8,39569.7,49462.1
1630630800,48923,45498.4,44030.7,41584.5,39138.4,48923
1630634400,48534.4,45137,43681,41254.3,38827.5,48534.4
1630638000,48779,45364.4,43901.1,41462.1,39023.2,48779
1630641600,49216.8,45771.6,44295.1,41834.2,39373.4,49216.8
1630645200,49578.6,46108.1,44620.7,42141.8,39662.8,49578.6
1630648800,49562.2,46092.9,44606,42127.9,39649.8,49562.2
1630652400,49440.2,45979.4,44496.2,42024.2,39552.2,49440.2
1630656000,49378.2,45921.7,44440.3,41971.4,39502.5,49378.2
1630659600,49648.8,46173.4,44683.9,42201.5,39719,49648.8
1630663200,50007.3,46506.8,45006.6,42506.2,40005.9,50007.3
1630666800,50010.4,46509.7,45009.4,42508.9,40008.3,50010.4
1630670400,49944.9,46448.7,44950.4,42453.2,39955.9,49944.9
1630674000,50395.1,46867.4,45355.6,42835.8,40316.1,50395.1
1630677600,50711.9,47162.1,45640.7,43105.1,40569.5,50711.9
1630681200,50652.5,47106.8,45587.2,43054.6,40522,50652.5
1630684800,50653.9,47108.1,45588.5,43055.8,40523.1,50653.9
1630688400,50553.8,47015.1,45498.4,42970.7,40443.1,50553.8
1630692000,50446.9,46915.6,45402.2,42879.8,40357.5,50446.9
1630695600,50408.3,46879.7,45367.5,42847.1,40326.7,50408.3
1630699200,50448.4,46917.1,45403.6,42881.2,40358.8,50448.4
1630702800,50305.9,46784.5,45275.3,42760,40244.7,50305.9
1630706400,50163.3,46651.9,45147,42638.8,40130.7,50163.3
1630710000,49945.5,46449.3,44950.9,42453.7,39956.4,49945.5
1630713600,49826.1,46338.3,44843.5,42352.2,39860.9,49826.1
1630717200,49935.8,46440.3,44942.2,42445.4,39948.6,49935.8
1630720800,49775.4,46291.1,44797.9,42309.1,39820.3,49775.4
1630724400,49885.6,46393.6,44897,42402.7,39908.5,49885.6
1630728000,50192.6,46679.1,45173.3,42663.7,40154.1,50192.6
1630731600,50319.1,46796.7,45287.2,42771.2,40255.3,50319.1
1630735200,50284,46764.1,45255.6,42741.4,40227.2,50284
1630738800,50283.7,46763.9,45255.3,42741.2,40227,50283.7
1630742400,50266.7,46748,45240,42726.7,40213.3,50266.7
1630746000,50099.7,46592.7,45089.7,42584.7,40079.7,50099.7
1630749600,50246.1,46728.9,45221.5,42709.2,40196.9,50246.1
1630753200,50129.8,46620.7,45116.8,42610.3,40103.8,50129.8
1630756800,49864.5,46374,44878.1,42384.9,39891.6,49864.5
1630760400,50085.9,46579.9,45077.3,42573,40068.7,50085.9
1630764000,50191.3,46677.9,45172.2,42662.6,40153,50191.3
1630767600,50046.8,46543.5,45042.1,42539.8,40037.4,50046.8
1630771200,49931.7,46436.4,44938.5,42441.9,39945.3,49931.7
1630774800,49860.4,46370.2,44874.4,42381.4,39888.3,49860.4
1630778400,49776.5,46292.1,44798.8,42310,39821.2,49776.5
1630782000,49925.8,46431,44933.2,42436.9,39940.6,49925.8
1630785600,49866.7,46376,44880,42386.7,39893.3,49866.7
1630789200,50078.6,46573.1,45070.8,42566.8,40062.9,50078.6
1630792800,50166.9,46655.2,45150.2,42641.8,40133.5,50166.9
1630796400,50040.9,46538,45036.8,42534.7,40032.7,50040.9
1630800000,49884.5,46392.6,44896.1,42401.9,39907.6,49884.5
1630803600,50024.9,46523.1,45022.4,42521.2,40019.9,50024.9
1630807200,50090.4,46584.1,45081.4,42576.9,40072.3,50090.4
1630810800,50134.9,46625.4,45121.4,42614.6,40107.9,50134.9
1630814400,49884.7,46392.8,44896.3,42402,39907.8,49884.7
1630818000,49757.1,46274.1,44781.4,42293.6,39805.7,49757.1
1630821600,49742.2,46260.2,44768,42280.9,39793.8,49742.2
1630825200,49722.1,46241.5,44749.9,42263.8,39777.7,49722.1
1630828800,49884.5,46392.6,44896,42401.8,39907.6,49884.5
1630832400,49994.6,46495,44995.2,42495.5,39995.7,49994.6
1630836000,50129.4,46620.3,45116.5,42610,40103.5,50129.4
1630839600,50075.4,46570.1,45067.8,42564.1,40060.3,50075.4
1630843200,50113.3,46605.4,45102,42596.3,40090.7,50113.3
1630846800,50143.9,46633.9,45129.5,42622.3,40115.1,50143.9
1630850400,50144.5,46634.4,45130.1,42622.8,40115.6,50144.5
1630854000,50259.1,46741,45233.2,42720.3,40207.3,50259.1
1630857600,50226.4,46710.5,45203.8,42692.4,40181.1,50226.4
1630861200,50278.6,46759.1,45250.8,42736.8,40222.9,50278.6
1630864800,50358.4,46833.4,45322.6,42804.7,40286.8,50358.4
1630868400,50330.3,46807.2,45297.3,42780.8,40264.2,50330.3
1630872000,50567.4,47027.7,45510.7,42982.3,40453.9,50567.4
1630875600,51160.4,47579.2,46044.4,43486.4,40928.4,51160.4
1630879200,51654.1,48038.3,46488.7,43906,41323.3,51654.1
1630882800,51747.7,48125.4,46573,43985.6,41398.2,51747.7
1630886400,51752.5,48129.8,46577.2,43989.6,41402,51752.5
1630890000,51709.9,48090.2,46538.9,43953.4,41367.9,51709.9
1630893600,51780.7,48156,46602.6,44013.6,41424.5,51780.7
1630897200,51739.8,48118,46565.8,43978.8,41391.8,51739.8
1630900800,51612.8,47999.9,46451.5,43870.9,41290.3,51612.8
1630904400,51637.8,48023.2,46474,43892.2,41310.3,51637.8
1630908000,51708.9,48089.3,46538,43952.6,41367.1,51708.9
1630911600,51804.7,48178.4,46624.2,44034,41443.8,51804.7
1630915200,51826.9,48199,46644.2,44052.8,41461.5,51826.9
1630918800,51721.3,48100.8,46549.2,43963.1,41377.1,51721.3
1630922400,51746.3,48124.1,46571.7,43984.4,41397,51746.3
1630926000,51787.5,48162.4,46608.7,44019.4,41430,51787.5
1630929600,51666.4,48049.7,46499.7,43916.4,41333.1,51666.4
1630933200,51320.1,47727.7,46188.1,43622.1,41056.1,51320.1
1630936800,51366,47770.4,46229.4,43661.1,41092.8,51366
1630940400,51583.5,47972.7,46425.2,43846,41266.8,51583.5
1630944000,51645.9,48030.7,46481.4,43899.1,41316.8,51645.9
1630947600,51594.6,47983,46435.1,43855.4,41275.7,51594.6
1630951200,51611.7,47998.8,46450.5,43869.9,41289.3,51611.7
1630954800,51744.3,48122.2,46569.8,43982.6,41395.4,51744.3
1630958400,51820.4,48193,46638.3,44047.3,41456.3,51820.4
1630962000,51808.3,48181.7,46627.5,44037,41446.6,51808.3
1630965600,51999.2,48359.3,46799.3,44199.3,41599.4,51999.2
1630969200,52347.2,48682.9,47112.5,44495.1,41877.8,52347.2
1630972800,52592.5,48911,47333.2,44703.6,42074,52592.5
1630976400,52567.3,48887.6,47310.6,44682.2,42053.8,52567.3
1630980000,52530.2,48853.1,47277.2,44650.7,42024.2,52530.2
1630983600,52629.3,48945.2,47366.3,44734.9,42103.4,52629.3
1630987200,52721.9,49031.4,47449.7,44813.6,42177.5,52721.9
1630990800,52591.2,48909.8,47332.1,44702.5,42072.9,52591.2
1630994400,52577.1,48896.7,47319.4,44690.5,42061.7,52577.1
1630998000,52503,48827.8,47252.7,44627.5,42002.4,52503
1631001600,52302.6,48641.4,47072.3,44457.2,41842,52302.6
1631005200,51743.1,48121,46568.8,43981.6,41394.4,51743.1
1631008800,50979.6,47411.1,45881.7,43332.7,40783.7,50979.6
1631012400,51009.8,47439.1,45908.9,43358.4,40807.9,51009.8
1631016000,51046.4,47473.2,45941.8,43389.5,40837.1,51046.4
1631019600,50928.4,47363.5,45835.6,43289.2,40742.8,50928.4
